num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/num_env_steps_sampled,env_runners/env_reset_timer,env_runners/env_to_module_sum_episodes_length_out,env_runners/num_episodes_lifetime,env_runners/num_episodes,env_runners/env_to_module_sum_episodes_length_in,env_runners/weights_seq_no,env_runners/rlmodule_inference_timer,env_runners/env_step_timer,env_runners/time_between_sampling,env_runners/num_env_steps_sampled_lifetime,env_runners/sample,env_runners/num_env_steps_sampled_lifetime_throughput,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/num_module_steps_sampled_lifetime/default_policy,env_runners/num_agent_steps_sampled_lifetime/default_agent,env_runners/num_module_steps_sampled/default_policy,env_runners/num_agent_steps_sampled/default_agent,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained_throughput,learners/__all_modules__/num_module_steps_trained_lifetime_throughput,learners/default_policy/vf_loss,learners/default_policy/policy_loss,learners/default_policy/vf_explained_var,learners/default_policy/mean_kl_loss,learners/default_policy/curr_entropy_coeff,learners/default_policy/curr_kl_coeff,learners/default_policy/total_loss,learners/default_policy/num_module_steps_trained,learners/default_policy/gradients_default_optimizer_global_norm,learners/default_policy/default_optimizer_learning_rate,learners/default_policy/vf_loss_unclipped,learners/default_policy/weights_seq_no,learners/default_policy/entropy,learners/default_policy/diff_num_grad_updates_vs_sampler_policy,learners/default_policy/module_train_batch_size_mean,learners/default_policy/num_trainable_parameters,learners/default_policy/num_module_steps_trained_lifetime,learners/default_policy/num_module_steps_trained_lifetime_throughput,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items
1,437400.0,False,363,a852a_00000,2025-09-13_23-23-35,1757798615,6.785843849182129,4384.296065568924,500909,cda-server-4,10.157.146.4,4384.296065568924,363,9.658397229793147,1.5007414777921772e-05,9.658045226995895,8.41555702871554,1.2382712320028888,0.0022813732018446206,1200.0,0.02424468193203211,27.3749515711861,207.9999999999997,0.0,27.3749515711861,362.0,0.0002507288636094222,0.025560938662382227,0.36836661351746547,437400.0,1.3754551613476125,31.969638429676525,6,0,0,19.159999999999997,20.199999999999996,0.00019419395238397504,0.0004707109473358503,437400.0,437400.0,1200.0,1200.0,36736,127756872,147735,13354112,0,1200.0,351288,1224.7164837167545,303402.55201369146,31707.325056376325,31707.237050407894,9.024616,-0.11880376,-0.28957832,0.010407008,0.0,7.688672065734863,8.985828,36736,10.260121,5e-05,812.0452,363.0,13.402066,1.0,128.0,147735,13354112,31707.352126265836,0.040128987768830046,5.117079873552297e-06,6.162571775544176e-05,2.6379319743371573e-05,1.5915510676196178e-05,2.9167768634478477e-06,2.7731556713920435e-06,0.00019699514998983503,3.024979547904773e-05,6.624721206032438e-05,1.859029062830067e-05,5.5696146475565086e-05,0.00018333359859357097,0.005260651368241522,0.014701195282605278,6.0938021519482075e-06,2.0790317318783607e-05,0.001924575202710406,0.00012736014796807134,0.017726882979959557
1,438600.0,False,364,a852a_00000,2025-09-13_23-23-41,1757798621,6.705731391906738,4391.001796960831,500909,cda-server-4,10.157.146.4,4391.001796960831,364,9.628807860007784,1.5048112746326788e-05,9.628454845553241,8.386436694757226,1.2377858940557893,0.002288411673850966,1200.0,0.02424468193203211,27.2346998881827,208.99999999999966,1.0,27.2346998881827,363.0,0.0002464552223340355,0.025058585614737266,0.3680932081134453,438600.0,1.373184801410616,31.989271820369783,6,0,0,19.189999999999998,20.199999999999996,0.00019093493775167817,0.00046733366946918685,438600.0,438600.0,1200.0,1200.0,36864,128109672,147735,13390976,0,1200.0,352800,1224.719318879587,303463.9620284814,31713.479291426756,31713.40406329524,9.354753,-0.10041144,-0.20088601,0.014406011,0.0,7.688672065734863,9.365106,36864,23.080244,5e-05,845.96,364.0,12.312397,1.0,128.0,147735,13390976,31713.49045782315,0.0400373327703732,5.0100536987185474e-06,6.043510165432449e-05,2.6023033219512862e-05,1.5641337768560258e-05,2.908508052226758e-06,2.7008011586286816e-06,0.00019519336285630227,2.979397830726388e-05,6.601493725625646e-05,1.862280271735427e-05,5.5342403440199054e-05,0.00018327487914711357,0.005260882509507341,0.014695647727090436,6.088464088133269e-06,2.0768268878586037e-05,0.0019234872047767105,0.00012733595297514027,0.017641971863889105
1,439800.0,False,365,a852a_00000,2025-09-13_23-23-48,1757798628,6.669139385223389,4397.670936346054,500909,cda-server-4,10.157.146.4,4397.670936346054,365,9.599131684289121,1.5023658189660487e-05,9.598778767962303,8.35723641996669,1.2372987707041991,0.002294009226836444,1200.0,0.02424468193203211,27.419719989409344,208.99999999999974,0.0,27.419719989409344,364.0,0.00024671675315235674,0.025029024985508835,0.3685212849303723,439800.0,1.3707706638314454,32.039244337219806,6,0,0,21.166666666666668,20.2,0.00019181120238046762,0.0004638936033017956,439800.0,439800.0,1200.0,1200.0,36736,128460960,147735,13427712,0,1200.0,351288,1224.7121256907913,303448.45848004264,31712.90593649747,31712.844098919642,9.293729,-0.13857298,-0.12270057,0.0101609845,0.0,7.688672065734863,9.23328,36736,8.355799,5e-05,844.17413,365.0,13.247285,1.0,128.0,147735,13427712,31712.90967266336,0.03994653209092648,5.044811364105672e-06,6.04887820225849e-05,2.5975449754078755e-05,1.5695418399118765e-05,2.9095663658183053e-06,2.6917522153776617e-06,0.00019353076501637148,2.95875880006071e-05,6.555179016101459e-05,1.83678342401264e-05,5.509418421210441e-05,0.00018319590389590085,0.005260840156853226,0.014691089912684693,6.08720271847882e-06,2.0773412024551307e-05,0.001922535163444123,0.00012718193142136771,0.01755709770844139
1,441000.0,False,366,a852a_00000,2025-09-13_23-23-55,1757798635,6.8840837478637695,4404.555020093918,500909,cda-server-4,10.157.146.4,4404.555020093918,366,9.571889412728833,1.4980858979971525e-05,9.57153645960565,8.329240347372853,1.2380445425026079,0.0022994662215758406,1200.0,0.02424468193203211,27.562182762296995,208.99999999999986,0.0,27.562182762296995,365.0,0.00031051435679857486,0.025135410514751034,0.368014528280778,441000.0,1.36859016335713,32.08578514237781,6,0,0,19.709999999999997,20.199999999999996,0.00019135391012760732,0.0004689442211029669,441000.0,441000.0,1200.0,1200.0,36736,128812248,147735,13464448,0,1200.0,351288,1224.7050044338832,303440.88467630424,31713.148900948283,31713.094756435807,8.863293,0.0016585353,-0.23189354,0.011814491,0.0,7.688672065734863,8.95579,36736,10.293134,5e-05,718.8354,366.0,12.409852,1.0,128.0,147735,13464448,31713.14314405878,0.04108794285681851,5.020419626745972e-06,6.07698320200225e-05,2.5841540654170836e-05,1.5604043968120714e-05,2.879110297719333e-06,2.7176016792772655e-06,0.0001954435222826081,2.977205353006777e-05,6.606100757580357e-05,1.8570078949388087e-05,5.624054904774811e-05,0.00018313034713131202,0.005267627634791759,0.01469393376503151,6.087835234121638e-06,2.0805623852429725e-05,0.0019219816745907295,0.00012743602826630702,0.018688790515467523
1,442200.0,False,367,a852a_00000,2025-09-13_23-24-02,1757798642,6.905362606048584,4411.460382699966,500909,cda-server-4,10.157.146.4,4411.460382699966,367,9.545169744527199,1.4952886009383006e-05,9.54481782323986,8.302987812451361,1.2375863798217808,0.0022958211083257745,1200.0,0.02424468193203211,27.58126987828784,208.99999999999997,0.0,27.58126987828784,366.0,0.0003039194719567289,0.025419432823769555,0.36916881262035783,442200.0,1.3668920879265685,32.03043729165059,6,0,0,23.43,20.389999999999997,0.00019270073055005464,0.0004648936887760212,442200.0,442200.0,1200.0,1200.0,36736,129163536,147735,13501184,0,1200.0,351288,1224.6979543895443,303375.20751934877,31707.238847757028,31707.19033236074,8.977473,-0.07370211,-0.12880659,0.011889924,0.0,7.688672065734863,8.995187,36736,8.438768,5e-05,741.75323,367.0,12.112405,1.0,128.0,147735,13501184,31707.244132151252,0.04098677007519937,5.117366205720565e-06,6.257681778193338e-05,2.6003907158497624e-05,1.5761677936752363e-05,2.9059910762829548e-06,2.69941234180478e-06,0.0001956876128457654,2.9599689405696625e-05,6.579551744220673e-05,1.8271859288635894e-05,5.486921804695656e-05,0.0001830460930512686,0.005266452751762018,0.014688165253190435,6.0858723478505975e-06,2.0793443377798556e-05,0.0019212915449216294,0.00012726146681200736,0.01859571979964867
1,443400.0,False,368,a852a_00000,2025-09-13_23-24-10,1757798650,7.714658498764038,4419.1750411987305,500909,cda-server-4,10.157.146.4,4419.1750411987305,368,9.526797382067391,1.4909863198922203e-05,9.526446310636164,8.283826586219838,1.2383787262617811,0.002293261171306581,1200.0,0.02424468193203211,27.583827163882273,209.00000000000009,0.0,27.583827163882273,367.0,0.0003088181596286909,0.02979991862395871,0.3693534118306443,443400.0,1.3733558067623202,31.532126263289587,6,0,0,36.64545454545454,21.490909090909096,0.000193542842070183,0.00047304296453753585,443400.0,443400.0,1200.0,1200.0,36736,129514824,147735,13537920,0,1200.0,351288,1224.690974845649,301345.20627320703,31495.6032388926,31495.685165186736,9.308326,-0.012629204,-0.13540006,0.0072436645,0.0,7.688672065734863,9.35139,36736,10.761474,5e-05,726.3404,368.0,12.837462,1.0,128.0,147735,13537920,31495.514306566984,0.04088547923398117,5.197669450038456e-06,6.448614705463399e-05,2.5847518889813046e-05,1.5930622857500658e-05,2.851498698677152e-06,2.703797623156445e-06,0.00019683932622776632,2.9288909785943638e-05,7.581431380604529e-05,1.7922861798200218e-05,5.4387248912250945e-05,0.00018287321866550802,0.005264526249701065,0.014682425182938927,6.082234083356466e-06,2.0784886480794254e-05,0.0019207823621119643,0.00012726802370012163,0.018502916912832297
1,444600.0,False,369,a852a_00000,2025-09-13_23-24-17,1757798657,7.521772623062134,4426.696813821793,500909,cda-server-4,10.157.146.4,4426.696813821793,369,9.506686855052106,1.5087994066749876e-05,9.506335187817308,8.263552696316976,1.2385426530760997,0.0022925559698205753,1200.0,0.02424468193203211,27.58416978817473,209.0000000000002,0.0,27.58416978817473,368.0,0.00027801367441409794,0.027992976708111357,0.3706081251712783,444600.0,1.3765127925830305,31.226226935123726,6,0,0,36.8,23.609999999999996,0.00020124723938265348,0.00048012985322061713,444600.0,444600.0,1200.0,1200.0,36736,129866112,147735,13574656,0,1200.0,351288,1224.6840650971924,300769.5152928091,31436.297745712276,31436.365977588306,9.170568,-0.16557986,-0.2487694,0.00962083,0.0,7.688672065734863,9.07896,36736,8.86278,5e-05,982.83527,369.0,12.431736,1.0,128.0,147735,13574656,31436.233469111907,0.04079132627447227,5.4577333076687055e-06,6.914648150287306e-05,2.669729998157328e-05,1.62926876487267e-05,2.853377366810539e-06,2.7206464079785303e-06,0.00020583546745912235,2.9819480711532738e-05,7.098123874619233e-05,1.8046664035576132e-05,5.574850490251161e-05,0.00018279364065914127,0.00525634523264263,0.014677848030538907,6.082934911802e-06,2.077872483274504e-05,0.001927733936748577,0.00012711149631589407,0.018414880743019238
1,445800.0,False,370,a852a_00000,2025-09-13_23-24-25,1757798665,8.238195419311523,4434.935009241104,500909,cda-server-4,10.157.146.4,4434.935009241104,370,9.493923997637879,1.5124477601643519e-05,9.493572128099498,8.250632668244535,1.238702249621575,0.002288596533584093,1200.0,0.02424468193203211,27.39494393608425,210.00000000000023,1.0,27.39494393608425,369.0,0.0002815504994527354,0.031683071081326515,0.3710467929877875,445800.0,1.38752602308897,30.558102168979936,6,0,0,32.833333333333336,23.616666666666664,0.00021169198026818614,0.0004927479595148982,445800.0,445800.0,1200.0,1200.0,36864,130218912,147735,13611520,0,1200.0,352800,1224.6872244462204,300247.29554211587,31381.182111541453,31381.31320251986,8.663696,-0.05451845,-0.03492403,0.008398781,0.0,7.688672065734863,8.673753,36864,8.45409,5e-05,767.0589,370.0,12.124292,1.0,128.0,147735,13611520,31381.11139279992,0.04072037341683885,5.881822909019146e-06,7.143557557591138e-05,2.914380742580448e-05,1.7635907395604096e-05,3.0307265982292785e-06,2.819395617624258e-06,0.00020958466200012309,3.0911941878400234e-05,7.238992916900621e-05,1.871497764206074e-05,5.8273449084910754e-05,0.00018280767404062434,0.005261010695709556,0.01468492560418192,6.0802200913399854e-06,2.0788624923008213e-05,0.0019324773809842827,0.00012695491370422898,0.018327435219077794
1,447000.0,False,371,a852a_00000,2025-09-13_23-24-34,1757798674,9.072467565536499,4444.007476806641,500909,cda-server-4,10.157.146.4,4444.007476806641,371,9.489654772914626,1.5142565896143669e-05,9.489303010804676,8.246051411657897,1.2390229591657944,0.002282263523160438,1200.0,0.02424468193203211,27.320818294709223,211.00000000000014,1.0,27.320818294709223,370.0,0.0002819877589151318,0.035362568066229956,0.37104597627180186,447000.0,1.4061702760072663,29.564408466150212,6,0,0,39.30769230769231,23.684615384615384,0.0002100701022777569,0.000494275252091578,447000.0,447000.0,1200.0,1200.0,36736,130570200,147735,13648256,0,1200.0,351288,1224.6803522017583,299665.25088395004,31321.184328968146,31321.325916515147,8.838878,-0.049314212,-0.17048526,0.010951063,0.0,7.688672065734863,8.873763,36736,7.4269147,5e-05,834.4129,371.0,14.011714,1.0,128.0,147735,13648256,31321.113283278057,0.04064759249453627,5.921164196303903e-06,7.175647215517082e-05,2.8721826897307678e-05,1.7320163600545644e-05,3.0756419775118166e-06,2.822024175722806e-06,0.00021104927252753227,3.086820052025649e-05,7.25291131495598e-05,1.87522319757208e-05,5.86971592174353e-05,0.0001831655045150981,0.005265454396875333,0.0146883545029007,6.0773461545676685e-06,2.0789336304040504e-05,0.0019373152498321966,0.000126942892186787,0.018241604551822586
1,448200.0,False,372,a852a_00000,2025-09-13_23-24-44,1757798684,9.746888399124146,4453.754365205765,500909,cda-server-4,10.157.146.4,4453.754365205765,372,9.492159565193262,1.5150545409053418e-05,9.491808155884039,8.248306304063473,1.2392806782862469,0.0022767922098048824,1200.0,0.02424468193203211,27.075233102995842,212.00000000000003,1.0,27.075233102995842,371.0,0.0002780244343842814,0.03991922698728251,0.3707026976330079,448200.0,1.433381974525398,28.50574001366501,6,0,0,43.978571428571435,23.69285714285714,0.000206707308654584,0.0004921185119215665,448200.0,448200.0,1200.0,1200.0,36864,130923000,147735,13685120,0,1200.0,352800,1224.6835486797406,298666.15620207513,31216.23296179538,31216.390709136394,9.048568,-0.1662617,-0.20424008,0.007859913,0.0,7.688672065734863,8.942739,36864,8.323325,5e-05,1045.0133,372.0,12.851894,1.0,128.0,147735,13685120,31216.158989626067,0.0405733148988608,5.842169001818025e-06,7.125092583002045e-05,2.8266043389559842e-05,1.7070786355531754e-05,2.9742286761987373e-06,2.801933151966475e-06,0.0002073658696985428,3.060682937940869e-05,7.68193526629034e-05,1.8483406907687336e-05,5.7778710496338875e-05,0.00018369970683269432,0.005268733205466385,0.01468976926985027,6.075804808767536e-06,2.0779628384878273e-05,0.0019379554371513985,0.00012693898163220962,0.018161355095653867
1,449400.0,False,373,a852a_00000,2025-09-13_23-24-53,1757798693,9.245956897735596,4463.0003221035,500909,cda-server-4,10.157.146.4,4463.0003221035,373,9.489632396062243,1.5234608686986123e-05,9.489279988644117,8.245498064716768,1.239565298772903,0.0022715168912174517,1200.0,0.02424468193203211,26.398150592313346,215.0,3.0,26.398150592313346,372.0,0.00027450429534596997,0.0379952479751516,0.37181029084546974,449400.0,1.4527459067131006,27.76168007709706,6,0,0,41.43846153846154,23.699999999999996,0.00020570080294975536,0.0004957258572052381,449400.0,449400.0,1200.0,1200.0,36864,131276376,147735,13721984,0,1200.0,353376,1224.7067131929432,298151.47327322187,31159.51514481906,31159.67252482853,9.27631,-0.088667125,-0.18470407,0.013134943,0.0,7.688672065734863,9.288633,36864,7.80506,5e-05,1086.6213,373.0,12.118452,1.0,128.0,147735,13721984,31159.431351449006,0.04049494226814888,5.837626876264927e-06,7.070179942981367e-05,2.802776983496565e-05,1.7125739501483276e-05,2.946551874943697e-06,2.7797322667739062e-06,0.0002127769213040718,3.063622453435841e-05,7.601977711641366e-05,1.8352824013764106e-05,5.740560031995575e-05,0.0001838140727020562,0.005269418591805523,0.014695360784836761,6.073142662884375e-06,2.0793971161526776e-05,0.001938722383099127,0.00012683482536834343,0.018075948340121554
1,450600.0,False,374,a852a_00000,2025-09-13_23-25-10,1757798710,16.15987467765808,4479.160196781158,500909,cda-server-4,10.157.146.4,4479.160196781158,374,9.556279043887733,1.5212536001853473e-05,9.555927490609605,8.310587691068164,1.2411322211872848,0.002265876888411501,1200.0,0.02424468193203211,27.011304579063786,215.00000000000009,0.0,27.011304579063786,373.0,0.0002740361056312056,0.06638778374942118,0.3727585247575229,450600.0,1.5324079382361997,26.591621297150002,6,0,0,66.74782608695651,23.695652173913043,0.00020715579538745215,0.0004895430234953873,450600.0,450600.0,1200.0,1200.0,36736,131627664,147735,13758720,0,1200.0,351288,1224.6996460610137,297756.03209465713,31119.047115503214,31119.20097971656,9.184816,-0.17437172,-0.25685036,0.012226395,0.0,7.688672065734863,9.104449,36736,8.747136,5e-05,1034.9905,374.0,13.211595,1.0,128.0,147735,13758720,31118.951800712304,0.04180812031220561,5.864700439068013e-06,7.169270008257064e-05,2.7897969907502556e-05,1.703454929095576e-05,3.0004182057313566e-06,2.8024598861028754e-06,0.00020780817152125645,3.239812374675377e-05,7.200942736206397e-05,1.8374843735868587e-05,5.7218770389625154e-05,0.00018366721377053734,0.0052769513976601195,0.014698627198593885,6.0684954816988755e-06,2.07931389640545e-05,0.001947160153444762,0.0001268251968271558,0.019369677271544348
1,451800.0,False,375,a852a_00000,2025-09-13_23-25-35,1757798735,25.8164803981781,4504.976677179337,500909,cda-server-4,10.157.146.4,4504.976677179337,375,9.718818363383988,1.5202996128008568e-05,9.718466750738315,8.472835360225554,1.2414202924191753,0.0022654914253309234,1200.0,0.02424468193203211,27.19932581678242,217.0000000000001,2.0,27.19932581678242,374.0,0.00027616881104593856,0.08300236205633484,0.3742968515940946,451800.0,1.6224910965101635,25.195308689801433,6,0,0,80.28648648648648,23.700000000000006,0.00021442572402313875,0.0004995499544085283,451800.0,451800.0,1200.0,1200.0,36864,131980752,147735,13795584,0,1200.0,353088,1224.7126496004037,297058.71562988573,31044.512180346534,31044.70321693958,8.708326,-0.03792125,-0.054684877,0.010951266,0.0,7.688672065734863,8.754606,36864,158.20033,5e-05,827.4953,375.0,12.032064,1.0,128.0,147735,13795584,31044.377815986838,0.041711534232291125,5.814363993752269e-06,7.202361687239964e-05,2.8489365209064655e-05,1.703169352560915e-05,2.9981260253307617e-06,2.8001576414399153e-06,0.0002118981161450666,3.1513764959925456e-05,7.6755157036144e-05,1.8372624787449106e-05,5.995037694851626e-05,0.00018370093538588373,0.0052693169421461385,0.014695719322868684,6.067322039399815e-06,2.079309739951962e-05,0.0019470252672509286,0.00012671865801200808,0.01928385726902725
1,453000.0,False,376,a852a_00000,2025-09-13_23-25-44,1757798744,8.50563645362854,4513.482313632965,500909,cda-server-4,10.157.146.4,4513.482313632965,376,9.70662863004801,1.517369585561131e-05,9.706277781805863,8.46050490816951,1.2415658942437273,0.0022628409474513248,1200.0,0.02424468193203211,27.292380670792713,218.0000000000002,1.0,27.292380670792713,375.0,0.0002784431602860634,0.06870932365026956,0.3744969274575706,453000.0,1.721231891980728,23.94188570032869,6,0,0,34.46666666666667,23.7,0.00021312163417792226,0.0004995489773362722,453000.0,453000.0,1200.0,1200.0,36864,132333552,147735,13832448,0,1200.0,352800,1224.7155231043996,296558.04116854246,30992.146505993023,30992.228725424393,9.317843,-0.26413223,-0.13173032,0.01352055,0.0,7.688672065734863,9.157665,36864,10.730017,5e-05,1044.9724,376.0,12.498345,1.0,128.0,147735,13832448,30992.0950473237,0.04162449065589768,5.826544216991273e-06,7.268850556264559e-05,2.8907829320634656e-05,1.713478197660438e-05,3.0058056858229457e-06,2.798158540065786e-06,0.00021477992550409327,3.0711963467788574e-05,7.354599930152017e-05,1.8435704798723824e-05,6.098135753035088e-05,0.00018369997260852484,0.005271593448563624,0.014691623194163457,6.067743579900593e-06,2.080328217249937e-05,0.0019468114126601987,0.0001266401743132242,0.01919886383882069
1,454200.0,False,377,a852a_00000,2025-09-13_23-26-05,1757798765,21.28031897544861,4534.762632608414,500909,cda-server-4,10.157.146.4,4534.762632608414,377,9.822291176446889,1.5197177926243353e-05,9.82194010999988,8.576046150045743,1.2416890064463357,0.0022604044309583408,1200.0,0.02424468193203211,27.545121881792102,218.0000000000003,0.0,27.545121881792102,376.0,0.00028279512340385074,0.09067477911504329,0.3749011285147261,454200.0,1.8323073852079625,22.97328265149757,6,0,0,76.33333333333336,23.696666666666673,0.00020841335614250848,0.0005041044220906991,454200.0,454200.0,1200.0,1200.0,36736,132684840,147735,13869184,0,1200.0,351288,1224.7083678733557,296152.4602445076,30950.64391959354,30950.745382129506,9.43656,-0.115482606,-0.18019271,0.010358866,0.0,7.688672065734863,9.400724,36736,9.27624,5e-05,881.6978,377.0,12.242454,1.0,128.0,147735,13869184,30950.54827700469,0.04153478288532717,5.808473066251545e-06,7.17255422428818e-05,2.8120915494362087e-05,1.711297193331596e-05,2.983345278536612e-06,2.7959344333287293e-06,0.0002086932709982872,3.0207666276466335e-05,7.449736135389246e-05,1.8569992423435993e-05,6.965285361216704e-05,0.0001835875028938551,0.005271447879447308,0.014686003218555411,6.066261006944147e-06,2.0799451138484563e-05,0.0019496570796162268,0.00012670224834342647,0.01911208693520421
1,455400.0,False,378,a852a_00000,2025-09-13_23-26-24,1757798784,18.41897702217102,4553.181609630585,500909,cda-server-4,10.157.146.4,4553.181609630585,378,9.908185050953755,1.5191479670550025e-05,9.907834256739106,8.661418136860906,1.2422146264614649,0.0022563339852803774,1200.0,0.02424468193203211,27.195993679070323,220.00000000000026,2.0,27.195993679070323,377.0,0.0002878140697737019,0.08697543386050478,0.37530363353376,455400.0,1.9249450672732304,21.84242874803221,6,0,0,71.05185185185186,23.700000000000003,0.0002076012778326811,0.0005083573059014721,455400.0,455400.0,1200.0,1200.0,36864,133037928,147735,13906048,0,1200.0,353088,1224.721284194622,295614.5049254885,30892.964618549933,30893.055313906265,8.980422,0.030694345,-0.28806067,0.012333627,0.0,7.688672065734863,9.105946,36864,8.411084,5e-05,867.37634,378.0,11.864647,1.0,128.0,147735,13906048,30892.88073634074,0.04146794782894461,5.830636155309053e-06,7.154212777561247e-05,2.808465052562353e-05,1.704054410927359e-05,2.9869219109487127e-06,2.8245702133350725e-06,0.0002136352329577062,3.0666555246925024e-05,7.468024185737771e-05,1.8575000611044453e-05,6.865517156135055e-05,0.0001849894453013732,0.005273413919458815,0.014706706557730159,6.09096342406396e-06,2.0839654093234743e-05,0.001950131864615925,0.00012664095331799238,0.019020316019086363
1,456600.0,False,379,a852a_00000,2025-09-13_23-26-33,1757798793,9.519129753112793,4562.7007393836975,500909,cda-server-4,10.157.146.4,4562.7007393836975,379,9.904236323264623,1.5187961812883756e-05,9.903885556695538,8.657247996621498,1.2424423533007967,0.0022513724371968397,1200.0,0.02424468193203211,27.068542108707206,221.00000000000023,1.0,27.068542108707206,378.0,0.00028398657995322803,0.04666058673450951,0.37541886563572113,456600.0,1.940880812755423,21.648228578877422,6,0,0,46.13846153846153,23.699999999999996,0.00020731640798361364,0.0004965831714148745,456600.0,456600.0,1200.0,1200.0,36736,133389216,147735,13942784,0,1200.0,351288,1224.7140713526758,294933.9944109632,30822.75405745853,30822.875051600615,9.595123,-0.13188286,-0.24625802,0.014158529,0.0,7.688672065734863,9.572102,36736,9.708353,5e-05,847.1045,379.0,13.527173,1.0,128.0,147735,13942784,30822.642514357543,0.04139365186914239,5.8149328993661605e-06,7.080241065664178e-05,2.866846608435649e-05,1.7023054320174263e-05,2.9801598841784233e-06,2.819135388762596e-06,0.0002082000081485931,3.0472229847986024e-05,7.248892416480104e-05,1.84903273736764e-05,6.513269114034866e-05,0.00018493640737091957,0.005272633740474311,0.014711586651472973,6.09167009135988e-06,2.0836576927102122e-05,0.001959229338820737,0.00012652508106704094,0.01893299654800101
1,457800.0,False,380,a852a_00000,2025-09-13_23-26-45,1757798805,11.392552614212036,4574.09329199791,500909,cda-server-4,10.157.146.4,4574.09329199791,380,9.919061655773332,1.5187980906674703e-05,9.918711125170987,8.671813424588727,1.2426967968247544,0.0022532715273526215,1200.0,0.02424468193203211,26.763986346283463,223.0000000000003,2.0,26.763986346283463,379.0,0.0002803202021898028,0.04641575867371825,0.3753114037820056,457800.0,1.967585011005274,21.66585165607227,6,0,0,50.64375,23.7,0.0002082460142532954,0.0004959531213539034,457800.0,457800.0,1200.0,1200.0,36864,133742304,147735,13979648,0,1200.0,353088,1224.726930639149,294517.6033345315,30777.71621677249,30777.86128548938,9.117783,-0.06676796,-0.21020758,0.013147855,0.0,7.688672065734863,9.152103,36864,8.647852,5e-05,915.91907,380.0,13.067686,1.0,128.0,147735,13979648,30777.554311953165,0.041329065437795603,5.836437199066168e-06,7.129533798166893e-05,2.8581595908078965e-05,1.7145249502995415e-05,2.985538883821095e-06,2.777592258615898e-06,0.00020967135371496715,3.4844306250427436e-05,7.189836419479469e-05,1.8423110404738506e-05,5.986706718089664e-05,0.00018498953042618338,0.005269315257745814,0.014710372319664598,6.0948656364828115e-06,2.0844929920944124e-05,0.0019598544939055064,0.00012653348838296316,0.018872124203260936
